MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2010 to Jul 2026


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
,,22,23 Feb 2022,0.2934,0.2304
,,23,24 Feb 2022,0.2943,0.2319
,,24,25 Feb 2022,0.3008,0.2341
,,25,28 Feb 2022,0.3168,0.2454
,,28,01 Mar 2022,0.3101,0.2504
,Mar,01,02 Mar 2022,0.3021,0.2511
,,02,03 Mar 2022,0.2909,0.2510
,,03,04 Mar 2022,0.2826,0.2497
,,04,07 Mar 2022,0.2606,0.2436
,,07,08 Mar 2022,0.2523,0.2403
,,08,09 Mar 2022,0.2464,0.2386
,,09,10 Mar 2022,0.2427,0.2377
,,10,11 Mar 2022,0.2435,0.2374
,,11,14 Mar 2022,0.2364,0.2351
,,14,15 Mar 2022,0.2380,0.2333
,,15,16 Mar 2022,0.2398,0.2336
,,16,17 Mar 2022,0.2400,0.2349
,,17,18 Mar 2022,0.2400,0.2353
,,18,21 Mar 2022,0.2137,0.2367
,,21,22 Mar 2022,0.2205,0.2399
,,22,23 Mar 2022,0.2270,0.2444
,,23,24 Mar 2022,0.2418,0.2504
,,24,25 Mar 2022,0.2492,0.2533
,,25,28 Mar 2022,0.2715,0.2674
,,28,29 Mar 2022,0.2798,0.2706
,,29,30 Mar 2022,0.2802,0.2707
,,30,31 Mar 2022,0.2859,0.2726
,,31,01 Apr 2022,0.2949,0.2760
,Apr,01,04 Apr 2022,0.3239,0.2815
,,04,05 Apr 2022,0.3361,0.2847
,,05,06 Apr 2022,0.3473,0.2871
,,06,07 Apr 2022,0.3524,0.2881
,,07,08 Apr 2022,0.3603,0.2896
,,08,11 Apr 2022,0.3827,0.2957
,,11,12 Apr 2022,0.3851,0.2960
,,12,13 Apr 2022,0.3873,0.2961
,,13,14 Apr 2022,0.3949,0.2978
,,14,18 Apr 2022,0.4047,0.3038
,,18,19 Apr 2022,0.4001,0.3036
,,19,20 Apr 2022,0.3937,0.3030
,,20,21 Apr 2022,0.3908,0.3015
,,21,22 Apr 2022,0.3824,0.3006
,,22,25 Apr 2022,0.3603,0.3053
,,25,26 Apr 2022,0.3476,0.3064
,,26,27 Apr 2022,0.3386,0.3059
,,27,28 Apr 2022,0.3273,0.3064
,,28,29 Apr 2022,0.3224,0.3065
,,29,04 May 2022,0.3588,0.3227
,May,04,05 May 2022,0.3603,0.3252
,,05,06 May 2022,0.3751,0.3318
,,06,09 May 2022,0.4537,0.3588
,,09,10 May 2022,0.4717,0.3667
,,10,11 May 2022,0.4862,0.3739
,,11,12 May 2022,0.5082,0.3814
,,12,13 May 2022,0.5312,0.3892
,,13,17 May 2022,0.6695,0.4418
,,17,18 May 2022,0.6889,0.4488
,,18,19 May 2022,0.7191,0.4546
,,19,20 May 2022,0.7462,0.4588
,,20,23 May 2022,0.8395,0.4861
,,23,24 May 2022,0.8612,0.4943
,,24,25 May 2022,0.8806,0.5009
,,25,26 May 2022,0.8984,0.5048
,,26,27 May 2022,0.9101,0.5080
,,27,30 May 2022,0.9531,0.5208
,,30,31 May 2022,0.9429,0.5221
,,31,01 Jun 2022,0.9443,0.5263
,Jun,01,02 Jun 2022,0.9329,0.5278
,,02,03 Jun 2022,0.9282,0.5326
,,03,06 Jun 2022,0.9179,0.5488
,,06,07 Jun 2022,0.8980,0.5531
,,07,08 Jun 2022,0.8800,0.5581
,,08,09 Jun 2022,0.8629,0.5630
,,09,10 Jun 2022,0.8541,0.5688
,,10,13 Jun 2022,0.8500,0.5904
,,13,14 Jun 2022,0.8243,0.5952
,,14,15 Jun 2022,0.7943,0.5982
,,15,16 Jun 2022,0.7629,0.6000
,,16,17 Jun 2022,0.7443,0.6053
,,17,20 Jun 2022,0.7699,0.6357
,,20,21 Jun 2022,0.7642,0.6436
,,21,22 Jun 2022,0.7722,0.6544
,,22,23 Jun 2022,0.7850,0.6658
,,23,24 Jun 2022,0.8070,0.6767
,,24,27 Jun 2022,0.9052,0.7163
,,27,28 Jun 2022,0.9357,0.7287
,,28,29 Jun 2022,0.9671,0.7434
,,29,30 Jun 2022,0.9886,0.7572
,,30,01 Jul 2022,1.0316,0.7720
,Jul,01,04 Jul 2022,1.1383,0.8089
,,04,05 Jul 2022,1.1792,0.8239
,,05,06 Jul 2022,1.2211,0.8394
,,06,07 Jul 2022,1.2613,0.8552
,,07,08 Jul 2022,1.3028,0.8713
,,08,12 Jul 2022,1.4690,0.9431
,,12,13 Jul 2022,1.5031,0.9609
,,13,14 Jul 2022,1.5485,0.9782
,,14,15 Jul 2022,1.5958,0.9951
,,15,18 Jul 2022,1.7100,1.0485
,,18,19 Jul 2022,1.7330,1.0680
,,19,20 Jul 2022,1.7549,1.0877
,,20,21 Jul 2022,1.7817,1.1055
,,21,22 Jul 2022,1.7934,1.1231
,,22,25 Jul 2022,1.7954,1.1683
,,25,26 Jul 2022,1.7907,1.1839
,,26,27 Jul 2022,1.7849,1.1980
,,27,28 Jul 2022,1.7746,1.2110
,,28,29 Jul 2022,1.7806,1.2295
,,29,01 Aug 2022,1.8263,1.2712
,Aug,01,02 Aug 2022,1.8332,1.2830
,,02,03 Aug 2022,1.8382,1.2940
,,03,04 Aug 2022,1.8329,1.3016
,,04,05 Aug 2022,1.8189,1.3112
,,05,08 Aug 2022,1.8282,1.3388
,,08,10 Aug 2022,1.8199,1.3571
,,10,11 Aug 2022,1.8062,1.3652
,,11,12 Aug 2022,1.7999,1.3745
,,12,15 Aug 2022,1.7892,1.3925
,,15,16 Aug 2022,1.7888,1.3985
,,16,17 Aug 2022,1.7879,1.4044
,,17,18 Aug 2022,1.7874,1.4155
,,18,19 Aug 2022,1.7890,1.4255
,,19,22 Aug 2022,1.8309,1.4636
,,22,23 Aug 2022,1.8472,1.4752
,,23,24 Aug 2022,1.8592,1.4871
,,24,25 Aug 2022,1.8702,1.4993
,,25,26 Aug 2022,1.8749,1.5106
,,26,29 Aug 2022,1.8997,1.5486
,,29,30 Aug 2022,1.8954,1.5607
,,30,31 Aug 2022,1.9022,1.5793
,,31,01 Sep 2022,1.9078,1.5967
,Sep,01,02 Sep 2022,1.9200,1.6164
,,02,05 Sep 2022,1.9756,1.6654
,,05,06 Sep 2022,1.9861,1.6828
,,06,07 Sep 2022,1.9956,1.7012
,,07,08 Sep 2022,2.0048,1.7188
,,08,09 Sep 2022,2.0173,1.7369
,,09,12 Sep 2022,2.0832,1.7901
,,12,13 Sep 2022,2.1017,1.8069
,,13,14 Sep 2022,2.1158,1.8246
,,14,15 Sep 2022,2.1200,1.8404
,,15,16 Sep 2022,2.1135,1.8549
,,16,19 Sep 2022,2.1078,1.8811
,,19,20 Sep 2022,2.0920,1.8871
,,20,21 Sep 2022,2.0737,1.8945
,,21,22 Sep 2022,2.0538,1.8968
,,22,23 Sep 2022,2.0443,1.9009
,,23,26 Sep 2022,2.0832,1.9207
,,26,27 Sep 2022,2.1000,1.9280
,,27,28 Sep 2022,2.1242,1.9381
,,28,29 Sep 2022,2.1480,1.9477
,,29,30 Sep 2022,2.2091,1.9732
,,30,03 Oct 2022,2.4279,2.0655
,Oct,03,04 Oct 2022,2.4708,2.0851
,,04,05 Oct 2022,2.5185,2.1035
,,05,06 Oct 2022,2.5473,2.1167
,,06,07 Oct 2022,2.5784,2.1321
,,07,10 Oct 2022,2.6956,2.1820
,,10,11 Oct 2022,2.7146,2.1929
,,11,12 Oct 2022,2.7488,2.2088
,,12,13 Oct 2022,2.7655,2.2199
,,13,14 Oct 2022,2.8039,2.2353
,,14,17 Oct 2022,2.9408,2.2773
,,17,18 Oct 2022,2.9797,2.2893
,,18,19 Oct 2022,3.0219,2.3028
,,19,20 Oct 2022,3.0514,2.3112
,,20,21 Oct 2022,3.1014,2.3263
,,21,25 Oct 2022,3.2454,2.3891
,,25,26 Oct 2022,3.2605,2.4016
,,26,27 Oct 2022,3.2729,2.4148
,,27,28 Oct 2022,3.2755,2.4292
,,28,31 Oct 2022,3.2311,2.4534
,,31,01 Nov 2022,3.1813,2.4613
,Nov,01,02 Nov 2022,3.1233,2.4705
,,02,03 Nov 2022,3.0670,2.4810
,,03,04 Nov 2022,3.0434,2.4945
,,04,07 Nov 2022,3.0262,2.5382
,,07,08 Nov 2022,3.0105,2.5499
,,08,09 Nov 2022,2.9978,2.5630
,,09,10 Nov 2022,2.9825,2.5753
,,10,11 Nov 2022,2.9937,2.5947
,,11,14 Nov 2022,3.0141,2.6487
,,14,15 Nov 2022,3.0109,2.6633
,,15,16 Nov 2022,3.0031,2.6745
,,16,17 Nov 2022,2.9937,2.6854
,,17,18 Nov 2022,2.9993,2.6994
,,18,21 Nov 2022,3.0529,2.7450
,,21,22 Nov 2022,3.0731,2.7621
,,22,23 Nov 2022,3.0891,2.7778
,,23,24 Nov 2022,3.1002,2.7933
,,24,25 Nov 2022,3.1122,2.8095
,,25,28 Nov 2022,3.1887,2.8651
,,28,29 Nov 2022,3.2117,2.8820
,,29,30 Nov 2022,3.2395,2.9007
,,30,01 Dec 2022,3.2879,2.9243
,Dec,01,02 Dec 2022,3.3321,2.9442
,,02,05 Dec 2022,3.4586,3.0095
,,05,06 Dec 2022,3.4760,3.0247
,,06,07 Dec 2022,3.4909,3.0393
,,07,08 Dec 2022,3.5111,3.0548
,,08,09 Dec 2022,3.5193,3.0664
,,09,12 Dec 2022,3.5135,3.0925
,,12,13 Dec 2022,3.4865,3.0953
,,13,14 Dec 2022,3.4417,3.0937
,,14,15 Dec 2022,3.3933,3.0910
,,15,16 Dec 2022,3.3735,3.0980
,,16,19 Dec 2022,3.2863,3.1138
,,19,20 Dec 2022,3.2271,3.1139
,,20,21 Dec 2022,3.1680,3.1149
,,21,22 Dec 2022,3.0929,3.1141
,,22,23 Dec 2022,3.0256,3.1109
,,23,27 Dec 2022,2.9640,3.1415
,,27,28 Dec 2022,2.9044,3.1317
,,28,29 Dec 2022,2.8461,3.1214
,,29,30 Dec 2022,2.7776,3.0966
,,30,03 Jan 2023,2.6321,3.0294


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2023,Jan,03,04 Jan 2023,2.5722,3.0166
,,04,05 Jan 2023,2.5201,3.0049
,,05,06 Jan 2023,2.4918,3.0008
,,06,09 Jan 2023,2.4715,2.9980
,,09,10 Jan 2023,2.4912,3.0019
,,10,11 Jan 2023,2.5004,3.0074
,,11,12 Jan 2023,2.5032,3.0057
,,12,13 Jan 2023,2.5285,3.0115
,,13,16 Jan 2023,2.7011,3.0298
,,16,17 Jan 2023,2.7374,3.0328
,,17,18 Jan 2023,2.7767,3.0385
,,18,19 Jan 2023,2.8189,3.0442
,,19,20 Jan 2023,2.8786,3.0549
,,20,25 Jan 2023,3.0944,3.0772
,,25,26 Jan 2023,3.1095,3.0853
,,26,27 Jan 2023,3.1235,3.0925
,,27,30 Jan 2023,3.3073,3.1199
,,30,31 Jan 2023,3.3496,3.1307
,,31,01 Feb 2023,3.3930,3.1419
,Feb,01,02 Feb 2023,3.4266,3.1525
,,02,03 Feb 2023,3.4599,3.1625
,,03,06 Feb 2023,3.5774,3.1869
,,06,07 Feb 2023,3.5853,3.1916
,,07,08 Feb 2023,3.5831,3.1940
,,08,09 Feb 2023,3.5804,3.1953
,,09,10 Feb 2023,3.5643,3.1989
,,10,13 Feb 2023,3.5956,3.2090
,,13,14 Feb 2023,3.5807,3.2084
,,14,15 Feb 2023,3.5635,3.2103
,,15,16 Feb 2023,3.5493,3.2148
,,16,17 Feb 2023,3.5507,3.2214
,,17,20 Feb 2023,3.5646,3.2321
,,20,21 Feb 2023,3.5609,3.2314
,,21,22 Feb 2023,3.5572,3.2277
,,22,23 Feb 2023,3.5522,3.2251
,,23,24 Feb 2023,3.5545,3.2266
,,24,27 Feb 2023,3.5820,3.2347
,,27,28 Feb 2023,3.5828,3.2352
,,28,01 Mar 2023,3.5511,3.2206
,Mar,01,02 Mar 2023,3.5505,3.2164
,,02,03 Mar 2023,3.5512,3.2116
,,03,06 Mar 2023,3.5507,3.2035
,,06,07 Mar 2023,3.5579,3.2055
,,07,08 Mar 2023,3.5710,3.2053
,,08,09 Mar 2023,3.5877,3.2090
,,09,10 Mar 2023,3.6003,3.2143
,,10,13 Mar 2023,3.6114,3.2415
,,13,14 Mar 2023,3.6253,3.2602
,,14,15 Mar 2023,3.6337,3.2810
,,15,16 Mar 2023,3.6334,3.2921
,,16,17 Mar 2023,3.6436,3.3084
,,17,20 Mar 2023,3.6587,3.3668
,,20,21 Mar 2023,3.6720,3.3901
,,21,22 Mar 2023,3.6871,3.4162
,,22,23 Mar 2023,3.6975,3.4394
,,23,24 Mar 2023,3.7129,3.4500
,,24,27 Mar 2023,3.6866,3.4664
,,27,28 Mar 2023,3.6813,3.4852
,,28,29 Mar 2023,3.6763,3.5044
,,29,30 Mar 2023,3.6840,3.5296
,,30,31 Mar 2023,3.6828,3.5420
,,31,03 Apr 2023,3.6883,3.5775
,Apr,03,04 Apr 2023,3.6798,3.5907
,,04,05 Apr 2023,3.6796,3.6042
,,05,06 Apr 2023,3.6753,3.6135
,,06,10 Apr 2023,3.6497,3.6156
,,10,11 Apr 2023,3.6302,3.6127
,,11,12 Apr 2023,3.6116,3.6123
,,12,13 Apr 2023,3.5939,3.6106
,,13,14 Apr 2023,3.5791,3.6047
,,14,17 Apr 2023,3.5584,3.5928
,,17,18 Apr 2023,3.5390,3.5898
,,18,19 Apr 2023,3.5178,3.5851
,,19,20 Apr 2023,3.4985,3.5816
,,20,21 Apr 2023,3.4861,3.5802
,,21,24 Apr 2023,3.5037,3.5969
,,24,25 Apr 2023,3.5153,3.6013
,,25,26 Apr 2023,3.5194,3.6030
,,26,27 Apr 2023,3.5192,3.6035
,,27,28 Apr 2023,3.5265,3.6047
,,28,02 May 2023,3.5408,3.6057
,May,02,03 May 2023,3.5454,3.6075
,,03,04 May 2023,3.5546,3.6076
,,04,05 May 2023,3.5435,3.6037
,,05,08 May 2023,3.5441,3.6046
,,08,09 May 2023,3.5469,3.6086
,,09,10 May 2023,3.5567,3.6134
,,10,11 May 2023,3.5676,3.6114
,,11,12 May 2023,3.5822,3.6110
,,12,15 May 2023,3.5892,3.6084
,,15,16 May 2023,3.5928,3.6093
,,16,17 May 2023,3.5990,3.6094
,,17,18 May 2023,3.6125,3.6088
,,18,19 May 2023,3.6264,3.6077
,,19,22 May 2023,3.6266,3.6094
,,22,23 May 2023,3.6195,3.6143
,,23,24 May 2023,3.6078,3.6152
,,24,25 May 2023,3.5984,3.6133
,,25,26 May 2023,3.5980,3.6118
,,26,29 May 2023,3.5989,3.6125
,,29,30 May 2023,3.6060,3.6171
,,30,31 May 2023,3.6175,3.6211
,,31,01 Jun 2023,3.6156,3.6241
,Jun,01,05 Jun 2023,3.6354,3.6313
,,05,06 Jun 2023,3.6486,3.6337
,,06,07 Jun 2023,3.6610,3.6355
,,07,08 Jun 2023,3.6750,3.6394
,,08,09 Jun 2023,3.6894,3.6431
,,09,12 Jun 2023,3.7313,3.6535
,,12,13 Jun 2023,3.7403,3.6520
,,13,14 Jun 2023,3.7469,3.6500
,,14,15 Jun 2023,3.7522,3.6501
,,15,16 Jun 2023,3.7581,3.6531
,,16,19 Jun 2023,3.7557,3.6445
,,19,20 Jun 2023,3.7560,3.6416
,,20,21 Jun 2023,3.7579,3.6397
,,21,22 Jun 2023,3.7562,3.6361
,,22,23 Jun 2023,3.7471,3.6346
,,23,26 Jun 2023,3.7542,3.6352
,,26,27 Jun 2023,3.7561,3.6371
,,27,28 Jun 2023,3.7576,3.6396
,,28,30 Jun 2023,3.7528,3.6414
,,30,03 Jul 2023,3.7717,3.6549
,Jul,03,04 Jul 2023,3.7735,3.6600
,,04,05 Jul 2023,3.7747,3.6621
,,05,06 Jul 2023,3.7729,3.6653
,,06,07 Jul 2023,3.7682,3.6685
,,07,10 Jul 2023,3.7459,3.6794
,,10,11 Jul 2023,3.7321,3.6844
,,11,12 Jul 2023,3.7181,3.6890
,,12,13 Jul 2023,3.7152,3.6926
,,13,14 Jul 2023,3.7148,3.6955
,,14,17 Jul 2023,3.7091,3.7016
,,17,18 Jul 2023,3.7070,3.7044
,,18,19 Jul 2023,3.7024,3.7069
,,19,20 Jul 2023,3.6988,3.7093
,,20,21 Jul 2023,3.6969,3.7111
,,21,24 Jul 2023,3.7058,3.6996
,,24,25 Jul 2023,3.6972,3.6947
,,25,26 Jul 2023,3.6858,3.6914
,,26,27 Jul 2023,3.6705,3.6883
,,27,28 Jul 2023,3.6586,3.6844
,,28,31 Jul 2023,3.6375,3.6774
,,31,01 Aug 2023,3.6229,3.6748
,Aug,01,02 Aug 2023,3.6034,3.6706
,,02,03 Aug 2023,3.5855,3.6676
,,03,04 Aug 2023,3.5759,3.6663
,,04,07 Aug 2023,3.5788,3.6796
,,07,08 Aug 2023,3.5837,3.6844
,,08,10 Aug 2023,3.5831,3.6872
,,10,11 Aug 2023,3.5807,3.6878
,,11,14 Aug 2023,3.5864,3.6938
,,14,15 Aug 2023,3.5855,3.6954
,,15,16 Aug 2023,3.5864,3.6965
,,16,17 Aug 2023,3.5896,3.6976
,,17,18 Aug 2023,3.5973,3.6985
,,18,21 Aug 2023,3.6342,3.7078
,,21,22 Aug 2023,3.6297,3.7076
,,22,23 Aug 2023,3.6265,3.7051
,,23,24 Aug 2023,3.6248,3.7046
,,24,25 Aug 2023,3.6265,3.7034
,,25,28 Aug 2023,3.6486,3.7000
,,28,29 Aug 2023,3.6540,3.6996
,,29,30 Aug 2023,3.6634,3.6976
,,30,31 Aug 2023,3.6693,3.6949
,,31,04 Sep 2023,3.7084,3.6964
,Sep,04,05 Sep 2023,3.7108,3.6974
,,05,06 Sep 2023,3.7121,3.6972
,,06,07 Sep 2023,3.7101,3.6962
,,07,08 Sep 2023,3.7046,3.6944
,,08,11 Sep 2023,3.7387,3.6947
,,11,12 Sep 2023,3.7453,3.6925
,,12,13 Sep 2023,3.7496,3.6939
,,13,14 Sep 2023,3.7527,3.6957
,,14,15 Sep 2023,3.7594,3.6978
,,15,18 Sep 2023,3.7752,3.7045
,,18,19 Sep 2023,3.7687,3.7057
,,19,20 Sep 2023,3.7586,3.7054
,,20,21 Sep 2023,3.7522,3.7059
,,21,22 Sep 2023,3.7513,3.7060
,,22,25 Sep 2023,3.7635,3.7072
,,25,26 Sep 2023,3.7681,3.7070
,,26,27 Sep 2023,3.7754,3.7077
,,27,28 Sep 2023,3.7784,3.7071
,,28,29 Sep 2023,3.7762,3.7052
,,29,02 Oct 2023,3.7814,3.7017
,Oct,02,03 Oct 2023,3.7773,3.6980
,,03,04 Oct 2023,3.7709,3.6956
,,04,05 Oct 2023,3.7627,3.6934
,,05,06 Oct 2023,3.7567,3.6919
,,06,09 Oct 2023,3.7671,3.6988
,,09,10 Oct 2023,3.7592,3.6994
,,10,11 Oct 2023,3.7484,3.7001
,,11,12 Oct 2023,3.7422,3.7004
,,12,13 Oct 2023,3.7393,3.7018
,,13,16 Oct 2023,3.7425,3.7099
,,16,17 Oct 2023,3.7400,3.7123
,,17,18 Oct 2023,3.7397,3.7152
,,18,19 Oct 2023,3.7414,3.7185
,,19,20 Oct 2023,3.7466,3.7211
,,20,23 Oct 2023,3.7712,3.7287
,,23,24 Oct 2023,3.7740,3.7300
,,24,25 Oct 2023,3.7728,3.7320
,,25,26 Oct 2023,3.7717,3.7352
,,26,27 Oct 2023,3.7692,3.7401
,,27,30 Oct 2023,3.7698,3.7479
,,30,31 Oct 2023,3.7719,3.7512
,,31,01 Nov 2023,3.7676,3.7527
,Nov,01,02 Nov 2023,3.7622,3.7556
,,02,03 Nov 2023,3.7629,3.7581
,,03,06 Nov 2023,3.7792,3.7611
,,06,07 Nov 2023,3.7700,3.7594
,,07,08 Nov 2023,3.7592,3.7562
,,08,09 Nov 2023,3.7433,3.7531
,,09,10 Nov 2023,3.7348,3.7509
,,10,14 Nov 2023,3.7280,3.7524
,,14,15 Nov 2023,3.7225,3.7536
,,15,16 Nov 2023,3.7182,3.7546
,,16,17 Nov 2023,3.7152,3.7549
,,17,20 Nov 2023,3.7225,3.7543
,,20,21 Nov 2023,3.7142,3.7517
,,21,22 Nov 2023,3.7085,3.7534
,,22,23 Nov 2023,3.6988,3.7532
,,23,24 Nov 2023,3.6935,3.7532
,,24,27 Nov 2023,3.6802,3.7531
,,27,28 Nov 2023,3.6778,3.7533
,,28,29 Nov 2023,3.6697,3.7510
,,29,30 Nov 2023,3.6626,3.7477
,,30,01 Dec 2023,3.6558,3.7464
,Dec,01,04 Dec 2023,3.6538,3.7432
,,04,05 Dec 2023,3.6514,3.7416
,,05,06 Dec 2023,3.6500,3.7408
,,06,07 Dec 2023,3.6541,3.7411
,,07,08 Dec 2023,3.6657,3.7436
,,08,11 Dec 2023,3.7047,3.7405
,,11,12 Dec 2023,3.7119,3.7408
,,12,13 Dec 2023,3.7220,3.7429
,,13,14 Dec 2023,3.7346,3.7462
,,14,15 Dec 2023,3.7409,3.7472
,,15,18 Dec 2023,3.7428,3.7445
,,18,19 Dec 2023,3.7376,3.7442
,,19,20 Dec 2023,3.7285,3.7440
,,20,21 Dec 2023,3.7209,3.7410
,,21,22 Dec 2023,3.7080,3.7388
,,22,26 Dec 2023,3.6775,3.7228
,,26,27 Dec 2023,3.6719,3.7182
,,27,28 Dec 2023,3.6583,3.7130
,,28,29 Dec 2023,3.6511,3.7090
,,29,02 Jan 2024,3.6510,3.7018


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2024,Jan,02,03 Jan 2024,3.6486,3.7012
,,03,04 Jan 2024,3.6530,3.7038
,,04,05 Jan 2024,3.6570,3.7063
,,05,08 Jan 2024,3.6515,3.7039
,,08,09 Jan 2024,3.6489,3.7030
,,09,10 Jan 2024,3.6447,3.7032
,,10,11 Jan 2024,3.6396,3.7040
,,11,12 Jan 2024,3.6378,3.7057
,,12,15 Jan 2024,3.6215,3.7060
,,15,16 Jan 2024,3.6167,3.7039
,,16,17 Jan 2024,3.6141,3.7029
,,17,18 Jan 2024,3.6103,3.7008
,,18,19 Jan 2024,3.6054,3.6984
,,19,22 Jan 2024,3.6030,3.6841
,,22,23 Jan 2024,3.6076,3.6800
,,23,24 Jan 2024,3.6109,3.6763
,,24,25 Jan 2024,3.6111,3.6728
,,25,26 Jan 2024,3.6158,3.6707
,,26,29 Jan 2024,3.6353,3.6632
,,29,30 Jan 2024,3.6318,3.6609
,,30,31 Jan 2024,3.6270,3.6571
,,31,01 Feb 2024,3.6225,3.6548
,Feb,01,02 Feb 2024,3.6164,3.6524
,,02,05 Feb 2024,3.5918,3.6443
,,05,06 Feb 2024,3.5873,3.6424
,,06,07 Feb 2024,3.5842,3.6427
,,07,08 Feb 2024,3.5794,3.6429
,,08,09 Feb 2024,3.5654,3.6427
,,09,13 Feb 2024,3.5299,3.6379
,,13,14 Feb 2024,3.5175,3.6349
,,14,15 Feb 2024,3.5102,3.6340
,,15,16 Feb 2024,3.5140,3.6346
,,16,19 Feb 2024,3.5314,3.6346
,,19,20 Feb 2024,3.5438,3.6343
,,20,21 Feb 2024,3.5541,3.6353
,,21,22 Feb 2024,3.5593,3.6335
,,22,23 Feb 2024,3.5650,3.6347
,,23,26 Feb 2024,3.5985,3.6412
,,26,27 Feb 2024,3.6059,3.6427
,,27,28 Feb 2024,3.6121,3.6433
,,28,29 Feb 2024,3.6207,3.6466
,,29,01 Mar 2024,3.6377,3.6488
,Mar,01,04 Mar 2024,3.6691,3.6519
,,04,05 Mar 2024,3.6731,3.6509
,,05,06 Mar 2024,3.6734,3.6496
,,06,07 Mar 2024,3.6719,3.6480
,,07,08 Mar 2024,3.6734,3.6449
,,08,11 Mar 2024,3.6939,3.6367
,,11,12 Mar 2024,3.6942,3.6328
,,12,13 Mar 2024,3.6924,3.6273
,,13,14 Mar 2024,3.6936,3.6204
,,14,15 Mar 2024,3.6928,3.6171
,,15,18 Mar 2024,3.6740,3.6118
,,18,19 Mar 2024,3.6747,3.6131
,,19,20 Mar 2024,3.6770,3.6165
,,20,21 Mar 2024,3.6805,3.6211
,,21,22 Mar 2024,3.6932,3.6277
,,22,25 Mar 2024,3.7417,3.6564
,,25,26 Mar 2024,3.7488,3.6634
,,26,27 Mar 2024,3.7558,3.6690
,,27,28 Mar 2024,3.7621,3.6762
,,28,01 Apr 2024,3.7526,3.6829
,Apr,01,02 Apr 2024,3.7501,3.6838
,,02,03 Apr 2024,3.7448,3.6838
,,03,04 Apr 2024,3.7361,3.6804
,,04,05 Apr 2024,3.7333,3.6771
,,05,08 Apr 2024,3.7147,3.6666
,,08,09 Apr 2024,3.7055,3.6615
,,09,11 Apr 2024,3.6902,3.6540
,,11,12 Apr 2024,3.6871,3.6497
,,12,15 Apr 2024,3.6899,3.6406
,,15,16 Apr 2024,3.6848,3.6387
,,16,17 Apr 2024,3.6802,3.6363
,,17,18 Apr 2024,3.6717,3.6329
,,18,19 Apr 2024,3.6603,3.6319
,,19,22 Apr 2024,3.6360,3.6390
,,22,23 Apr 2024,3.6148,3.6397
,,23,24 Apr 2024,3.5920,3.6403
,,24,25 Apr 2024,3.5682,3.6416
,,25,26 Apr 2024,3.5536,3.6421
,,26,29 Apr 2024,3.5353,3.6466
,,29,30 Apr 2024,3.5296,3.6465
,,30,02 May 2024,3.5117,3.6491
,May,02,03 May 2024,3.5128,3.6508
,,03,06 May 2024,3.5397,3.6583
,,06,07 May 2024,3.5515,3.6598
,,07,08 May 2024,3.5654,3.6626
,,08,09 May 2024,3.5855,3.6691
,,09,10 May 2024,3.6032,3.6742
,,10,13 May 2024,3.6613,3.6917
,,13,14 May 2024,3.6695,3.6957
,,14,15 May 2024,3.6755,3.6972
,,15,16 May 2024,3.6821,3.6962
,,16,17 May 2024,3.6869,3.6939
,,17,20 May 2024,3.6994,3.6872
,,20,21 May 2024,3.6970,3.6852
,,21,23 May 2024,3.6856,3.6807
,,23,24 May 2024,3.6853,3.6776
,,24,27 May 2024,3.6938,3.6732
,,27,28 May 2024,3.6940,3.6727
,,28,29 May 2024,3.6904,3.6700
,,29,30 May 2024,3.6915,3.6689
,,30,31 May 2024,3.6866,3.6678
,,31,03 Jun 2024,3.6836,3.6597
,Jun,03,04 Jun 2024,3.6857,3.6602
,,04,05 Jun 2024,3.6877,3.6624
,,05,06 Jun 2024,3.6910,3.6651
,,06,07 Jun 2024,3.6867,3.6656
,,07,10 Jun 2024,3.6803,3.6723
,,10,11 Jun 2024,3.6669,3.6717
,,11,12 Jun 2024,3.6514,3.6721
,,12,13 Jun 2024,3.6393,3.6742
,,13,14 Jun 2024,3.6367,3.6769
,,14,18 Jun 2024,3.6586,3.6867
,,18,19 Jun 2024,3.6619,3.6856
,,19,20 Jun 2024,3.6655,3.6836
,,20,21 Jun 2024,3.6658,3.6806
,,21,24 Jun 2024,3.6801,3.6633
,,24,25 Jun 2024,3.6799,3.6568
,,25,26 Jun 2024,3.6764,3.6516
,,26,27 Jun 2024,3.6739,3.6478
,,27,28 Jun 2024,3.6669,3.6428
,,28,01 Jul 2024,3.6607,3.6336
,Jul,01,02 Jul 2024,3.6573,3.6305
,,02,03 Jul 2024,3.6537,3.6283
,,03,04 Jul 2024,3.6421,3.6279
,,04,05 Jul 2024,3.6311,3.6275
,,05,08 Jul 2024,3.6056,3.6311
,,08,09 Jul 2024,3.5927,3.6321
,,09,10 Jul 2024,3.5778,3.6320
,,10,11 Jul 2024,3.5746,3.6329
,,11,12 Jul 2024,3.5726,3.6337
,,12,15 Jul 2024,3.5598,3.6365
,,15,16 Jul 2024,3.5511,3.6376
,,16,17 Jul 2024,3.5425,3.6386
,,17,18 Jul 2024,3.5347,3.6412
,,18,19 Jul 2024,3.5296,3.6423
